,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,8.240898965308869,8.167941939811998,7.822146266598395,7.920338617834351,7.699348092608857,7.578393741812423,7.4617887825317535,7.478603480253445,7.417631583235245,7.41094918642268,7.422983978931856,7.393894921361783,7.415848228757133,7.450493886192988,7.457722496103955,7.457420212990733,7.534765665945412,7.619669568804009
1,8.64980523273431,8.412922361575529,8.207351025394793,8.125566345013867,7.8002689283008975,7.515493762634232,7.485231604716237,7.457969439556235,7.564899504816619,7.6166625675124955,7.60840278737188,7.6663437011759115,7.626110782976167,7.527501336717558,7.531207349915568,7.521452803688959,7.623113552196487,7.729923296279048
2,10.391398326606463,8.114450529651878,8.198575564613114,8.242472644304685,8.227071003099628,7.947622184651983,7.7715210137153745,7.787438150573212,7.763086334527818,7.632974617859024,7.605854944944696,7.66583369286815,7.6500407499803265,7.578913947011458,7.549993427206216,7.541868726198992,7.604323982711757,7.661244953950595
3,13.83218223281981,13.83218223281981,13.83218223281981,9.026080597546366,6.96528000675615,5.752344944076718,5.390043256384947,5.884388334181952,5.476709006216759,6.049014178339711,5.388045634874544,5.045904161458132,5.663326847903059,5.8832949175391915,5.690150246259983,5.803336313874385,5.860940042204971,6.038394877967583
4,9.327166606032543,8.65362454521322,8.268630774879513,8.112946140541135,8.050915963397172,8.000983029594323,7.941602364640125,7.92541930185853,7.906615936862298,7.881975387975136,7.863505076196004,7.8458614920592415,7.848185471570608,7.817096909056298,7.811872257227988,7.79355860895296,7.796013286568425,7.805408563691674
5,10.194064611134579,9.062183441485205,8.295173016482554,8.01105678447167,7.881579944794313,7.823985879966816,7.75962120039846,7.765067888685478,7.771088403665879,7.768392355955922,7.78149690275175,7.77412420038925,7.77277168778999,7.733109293284813,7.72943369225114,7.7265650648971,7.727870199054293,7.730996114828486
6,10.687893268138179,7.5634190857581896,7.797044912056916,7.512252703370585,7.269637962957423,7.314840717771106,7.546170563581817,7.465653235235073,7.60075732100099,7.3096746159168715,7.480593428358175,7.425276017897757,7.518974937002992,7.4380051585478375,7.487228447816843,7.370757539109932,7.370757539109932,7.509471038398842
7,14.148380873337976,12.374073975626645,10.51706875917624,9.431952019368369,8.97045509934149,8.80925732139781,8.69170131577228,8.517832828883106,8.399725626759915,8.534693145941384,8.296063790666162,8.307894833883568,8.316102553658803,8.288481656168027,8.215252555786911,8.215252555786911,8.194023625159076,8.194023625159076
8,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,11.851394308456065,12.655284732235856,12.194291078241463,10.276051826255427,10.554474355657192,9.966737195340396,10.241164884679733,10.086416019498897,10.086416019498897,9.877971356358264
