,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,4.0,10.0,16.0,17.0,22.0,32.0,45.0,50.0,66.0,77.0,83.0,124.0,132.0,93.0,73.0,62.0,42.0,26.0
1,3.0,10.0,14.0,14.0,11.0,18.0,21.0,22.0,21.0,40.0,59.0,42.0,72.0,97.0,63.0,67.0,43.0,20.0
2,3.0,10.0,16.0,16.0,22.0,30.0,35.0,34.0,40.0,54.0,57.0,55.0,67.0,59.0,54.0,49.0,44.0,13.0
3,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,6.0,5.0,4.0,3.0,3.0
4,36.0,115.0,182.0,147.0,92.0,70.0,63.0,62.0,60.0,60.0,54.0,43.0,38.0,22.0,16.0,13.0,10.0,4.0
5,18.0,73.0,147.0,184.0,170.0,126.0,96.0,93.0,76.0,63.0,41.0,36.0,30.0,38.0,22.0,20.0,15.0,7.0
6,1.0,2.0,5.0,6.0,7.0,6.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
7,1.0,3.0,8.0,12.0,10.0,8.0,6.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0
