,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,6.0,11.0,17.0,17.0,23.0,33.0,47.0,44.0,67.0,77.0,83.0,125.0,131.0,93.0,74.0,62.0,61.0,31.0
1,4.0,11.0,15.0,14.0,14.0,16.0,21.0,22.0,28.0,38.0,54.0,52.0,76.0,88.0,64.0,67.0,53.0,29.0
2,4.0,12.0,18.0,16.0,25.0,30.0,35.0,36.0,41.0,57.0,56.0,52.0,69.0,68.0,52.0,50.0,43.0,20.0
3,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,3.0,3.0
4,41.0,156.0,198.0,142.0,87.0,68.0,64.0,64.0,62.0,60.0,53.0,39.0,39.0,25.0,16.0,12.0,11.0,5.0
5,21.0,99.0,144.0,192.0,175.0,128.0,108.0,86.0,78.0,66.0,42.0,37.0,37.0,32.0,26.0,19.0,14.0,9.0
6,1.0,2.0,5.0,9.0,6.0,6.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
7,2.0,5.0,10.0,14.0,10.0,8.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0
