,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,31.0,37.0,49.0,50.0,46.0,42.0,36.0,34.0,35.0,41.0,36.0,40.0,39.0,35.0,31.0,26.0,32.0,13.0
1,22.0,37.0,32.0,48.0,45.0,37.0,46.0,21.0,39.0,42.0,40.0,38.0,45.0,44.0,32.0,27.0,27.0,7.0
2,20.0,3.0,48.0,50.0,44.0,39.0,37.0,36.0,34.0,40.0,37.0,40.0,47.0,36.0,28.0,28.0,29.0,4.0
3,3.0,29.0,59.0,52.0,36.0,37.0,31.0,34.0,35.0,40.0,35.0,32.0,46.0,45.0,29.0,25.0,13.0,17.0
4,3.0,48.0,50.0,50.0,42.0,34.0,32.0,39.0,34.0,32.0,41.0,34.0,42.0,48.0,29.0,28.0,9.0,17.0
5,1.0,52.0,57.0,51.0,40.0,36.0,35.0,27.0,37.0,40.0,36.0,47.0,48.0,32.0,35.0,26.0,24.0,14.0
6,0.0,49.0,60.0,55.0,50.0,29.0,35.0,37.0,36.0,38.0,37.0,42.0,47.0,39.0,29.0,29.0,21.0,14.0
7,0.0,41.0,52.0,50.0,39.0,37.0,36.0,34.0,36.0,37.0,36.0,41.0,45.0,38.0,28.0,27.0,31.0,13.0
