,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,6.0,11.0,17.0,16.0,21.0,35.0,42.0,46.0,77.0,73.0,82.0,123.0,136.0,91.0,66.0,70.0,61.0,27.0
1,5.0,9.0,17.0,13.0,13.0,16.0,22.0,20.0,26.0,38.0,46.0,56.0,75.0,97.0,57.0,75.0,50.0,32.0
2,3.0,14.0,16.0,16.0,22.0,35.0,34.0,37.0,38.0,52.0,56.0,59.0,70.0,60.0,61.0,44.0,47.0,20.0
3,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,3.0
4,42.0,166.0,174.0,141.0,92.0,68.0,80.0,57.0,68.0,59.0,52.0,44.0,39.0,21.0,17.0,11.0,11.0,5.0
5,24.0,76.0,176.0,158.0,157.0,126.0,95.0,115.0,72.0,73.0,39.0,37.0,35.0,36.0,21.0,20.0,17.0,7.0
6,2.0,1.0,5.0,8.0,9.0,5.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
7,3.0,5.0,9.0,13.0,13.0,7.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
