,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
1,3.0,5.0,12.0,12.0,20.0,24.0,40.0,42.0,42.0,50.0,71.0,105.0,120.0,83.0,65.0,48.0,48.0,36.0
2,1.0,2.0,6.0,7.0,7.0,9.0,9.0,9.0,14.0,19.0,19.0,18.0,26.0,23.0,14.0,14.0,12.0,8.0
3,5.0,19.0,24.0,21.0,29.0,38.0,42.0,52.0,58.0,76.0,92.0,80.0,127.0,116.0,141.0,102.0,103.0,34.0
4,3.0,4.0,0.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0
5,33.0,111.0,140.0,112.0,83.0,53.0,48.0,42.0,55.0,46.0,43.0,42.0,32.0,27.0,14.0,14.0,9.0,3.0
6,4.0,34.0,20.0,12.0,10.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,4.0,6.0,2.0
7,5.0,9.0,18.0,34.0,47.0,30.0,22.0,13.0,14.0,9.0,7.0,4.0,6.0,5.0,3.0,3.0,3.0,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
