station,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,4.347826087,2.795031056,2.310654685,1.745877789,1.502504174,1.039861352,0.601202405,0.620689655,0.470096631,0.353773585,0.306174519,0.256227758,0.249066002,0.308853809,0.317236517,0.309650783,0.45112782,0.863723608
1,9.375,3.435114504,2.931596091,3.103448276,3.734439834,3.629032258,2.377807133,1.701323251,1.413982718,0.955921402,0.708940528,0.820793434,0.630252101,0.558832661,0.641254008,0.570342205,0.583468395,1.127819549
2,10.52631579,1.836734694,2.085747393,3.237410072,2.284263959,1.840490798,1.550387597,1.409553641,1.078490114,0.823045267,0.818181818,0.738916256,0.659099231,0.630472855,0.77552779,0.83449235,0.826446281,1.844262295
3,69.23076923,11.04294479,11.25,34.61538462,50,36,29.03225806,32.14285714,24.65753425,13.13868613,11.46496815,15,13.63636364,8.910891089,9.045226131,12.16216216,12.94964029,30
4,0.552147239,0.242554912,0.207516717,0.28125,0.402324542,0.583657588,0.665680473,0.680786687,0.766283525,0.744724866,0.666666667,0.853080569,0.901803607,1.338289963,1.935483871,2.678571429,4,7.860262009
5,0.874635569,0.372208437,0.247252747,0.186354695,0.193944618,0.338155176,0.321141838,0.330154072,0.461301896,0.514874142,0.694712466,0.888888889,0.52173913,0.733197556,1.217861976,1.680672269,2.158273381,3.887688985
6,20.68965517,10.46511628,5.901639344,4.568527919,6,9.473684211,8.866995074,8.108108108,11.18012422,13.13868613,20.93023256,23.07692308,21.95121951,29.03225806,36.73469388,64.28571429,112.5,180
7,10.84337349,6.870229008,2.870813397,2.582496413,2.995008319,4.615384615,7.929515419,7.531380753,8.737864078,8.411214953,12.58741259,16.82242991,18.75,19.35483871,38.29787234,41.86046512,66.66666667,163.6363636
8,257.1428571,180,42.85714286,14.63414634,11.61290323,20.2247191,18.36734694,13.95348837,21.68674699,13.43283582,19.78021978,20.45454545,16.66666667,13.95348837,31.03448276,37.5,43.90243902,120
