,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
1,3.0,6.0,13.0,12.0,16.0,25.0,37.0,42.0,52.0,66.0,70.0,106.0,117.0,82.0,64.0,55.0,45.0,34.0
2,1.0,2.0,7.0,6.0,8.0,10.0,10.0,10.0,12.0,18.0,20.0,20.0,25.0,20.0,15.0,14.0,15.0,9.0
3,5.0,17.0,26.0,20.0,28.0,39.0,46.0,44.0,59.0,79.0,89.0,100.0,119.0,119.0,127.0,106.0,87.0,51.0
4,2.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0
5,38.0,109.0,163.0,110.0,62.0,54.0,46.0,48.0,47.0,49.0,45.0,37.0,37.0,25.0,17.0,12.0,12.0,4.0
6,4.0,36.0,18.0,12.0,11.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,5.0,3.0
7,5.0,8.0,20.0,35.0,51.0,28.0,17.0,15.0,13.0,10.0,7.0,4.0,5.0,6.0,3.0,3.0,2.0,2.0
8,4.0,55.0,129.0,182.0,153.0,113.0,93.0,95.0,76.0,61.0,39.0,26.0,31.0,20.0,15.0,12.0,10.0,3.0
